id,taxonName
Q1262585,Phylloscartes virescens
Q1263799,Casiornis rufus
Q1266981,Ramphotrigon megacephalum
Q1300481,Acanthorhynchus superciliosus
Q1302546,Lipaugus unirufus
Q1302825,Neopelma sulphureiventer
Q12267338,Sericulus ardens
Q27075175,Silvicultrix pulchella
Q490338,Lipaugus fuscocinereus
Q10818949,Schiffornis stenorhyncha
Q775476,Neopelma aurifrons
Q776007,Todirostrum chrysocrotaphum
Q1069981,Actophilornis albinucha
Q1259861,Phylloscartes sylviolus
Q1263124,Todirostrum maculatum
Q1264035,Phylloscartes nigrifrons
Q1264272,Ramphotrigon fuscicauda
Q1302780,Neopelma chrysocephalum
Q1304583,Xenopipo holochlora
Q1317030,Lipaugus weberi
Q10818950,Schiffornis veraepacis
Q27075177,Silvicultrix jelskii
Q24997894,Ailuroedus melanocephalus
Q10825107,Thinornis cucullatus
Q24997891,Ailuroedus geislerorum
Q24997892,Ailuroedus arfakianus
Q24191069,Ailuroedus jobiensis
Q24997890,Ailuroedus stonii
Q221422,Myiarchus ferox
Q283458,Limosa haemastica
Q724990,Myiarchus nuttingi
Q903913,Myiarchus semirufus
Q976993,Pipreola arcuata
Q1052057,Myiarchus crinitus
Q1262867,Myiarchus oberi
Q1266063,Myiarchus nugator
Q1272389,Sublegatus obscurior
Q1304401,Pachyramphus homochrous
Q1306523,Pachyramphus polychopterus
Q1306531,Pachyramphus albogriseus
Q1525378,Pachyramphus viridis
Q681214,Pipreola lubomirskii
Q219199,Cursorius cursor
Q472850,Thinornis novaeseelandiae
Q604182,Ailuroedus melanotis
Q791067,Pachyramphus aglaiae
Q907892,Pipreola riefferii
Q1921981,Pipreola pulchra
Q2224322,Xanthotis provocator
Q834638,Myiarchus tuberculifer
Q903887,Myiarchus validus
Q943387,Myiarchus magnirostris
Q1270334,Myiarchus apicalis
Q1271758,Myiarchus panamensis
Q1274520,Sublegatus modestus
Q1302843,Pachyramphus validus
Q1310041,Melidectes foersteri
Q1310320,Pachyramphus cinnamomeus
Q2223439,Pipreola frontalis
Q2224822,Xanthotis macleayanus
Q1190005,Ailuroedus crassirostris
Q1063704,Cursorius temminckii
Q639178,Myiarchus stolidus
Q650369,Myiarchus cinerascens
Q1261239,Cursorius somalensis
Q1270985,Agriornis montanus
Q613459,Myiarchus yucatanensis
Q657413,Myiarchus sagrae
Q845237,Melidectes ochromelas
Q849125,Melidectes fuscus
Q903522,Myiarchus antillarum
Q1262824,Thinornis rubricollis
Q1264751,Myiarchus phaeocephalus
Q1306857,Pipreola jucunda
Q263815,Cursorius rufus
Q225071,Myiarchus barbirostris
Q546548,Cursorius coromandelicus
Q541677,Melidectes rufocrissalis
Q610194,Pipreola aureopectus
Q648896,Xanthotis polygrammus
Q910836,Melidectes torquatus
Q944661,Pachyramphus marginatus
Q1042845,Myiarchus cephalotes
Q1262874,Myiarchus swainsoni
Q1314587,Pipreola chlorolepidota
Q666762,Pachyramphus niger
Q692879,Pipreola intermedia
Q781020,Thinornis rossii
Q843482,Agriornis albicauda
Q903898,Myiarchus tyrannulus
Q910818,Agriornis micropterus
Q997394,Ailuroedus buccoides
Q1187252,Pipreola whitelyi
Q1271366,Myiarchus venezuelensis
Q1303340,Pachyramphus minor
Q1303402,Pachyramphus surinamus
Q1306848,Pachyramphus major
Q2225407,Melidectes leucostephes
Q18841,Limosa limosa
Q518628,Agriornis lividus
Q583928,Pipreola formosa
Q905444,Pachyramphus castaneus
Q1304721,Pachyramphus spodiurus
Q1306503,Pachyramphus rufus
Q2224757,Xanthotis flaviventer
Q18864,Limosa lapponica
Q2519077,Meliphaga albilineata
Q1588067,Meliphaga gracilis
Q1922933,Ptiloprora perstriata
Q2182252,Melipotes fumigatus
Q843182,Casuarius unappendiculatus
Q375790,Casuarius casuarius
Q793068,Casuarius bennetti
Q1922999,Sericornis papuensis
Q2223735,Sericornis magnirostra
Q3729700,Sericornis beccarii
Q2223774,Sericornis humilis
Q3113948,Sericornis keri
Q26934344,Sericornis maculatus
Q3046541,Cypseloides cherriei
Q375790,Casuarius casuarius sp.
Q839949,Platyrinchus leucoryphus
Q839959,Platyrinchus cancrominus
Q901539,Ornithion semiflavum
Q1189983,Tyrannus forficatus
Q1259214,Pseudocolopteryx flaviventris
Q1259564,Thinocorus rumicivorus
Q1263386,Tyrannus crassirostris
Q1264762,Myiozetetes luteiventris
Q1268184,Tyrannus niveigularis
Q998616,Manorina melanocephala
Q74588,Manacus manacus
Q1263174,Myiozetetes granadensis
Q603897,Elaenia chiriquensis
Q673149,Tyrannus verticalis
Q839926,Platyrinchus platyrhynchos
Q839939,Platyrinchus saturatus
Q899244,Platyrinchus mystaceus
Q942956,Meliphaga montana
Q1265429,Myiozetetes similis
Q1304324,Manacus aurantiacus
Q3179448,Manorina melanophrys
Q667969,Manacus candei
Q916025,Melipotes gymnops
Q945001,Meliphaga albonotata
Q1261458,Tyrannus albogularis
Q1261812,Pseudocolopteryx citreola
Q1268636,Rhynchocyclus olivaceus
Q1268906,Pseudocolopteryx dinelliana
Q1071571,Tyrannus tyrannus
Q657063,Meliphaga lewinii
Q684078,Elaenia flavogaster
Q901584,Ornithion inerme
Q1260307,Tyrannus couchii
Q1273578,Tyrannus melancholicus
Q1302023,Aphelocephala pectoralis
Q2223753,Pycnopygius stictocephalus
Q589233,Melipotes carolae
Q664401,Manorina melanotis
Q750055,Ptiloprora erythropleura
Q761384,Elaenia fallax
Q776043,Manacus vitellinus
Q839624,Rhynchocyclus brevirostris
Q844186,Pycnopygius ixoides
Q1078611,Tyrannus savana
Q1261628,Tyrannus vociferans
Q1263597,Rhytipterna immunda
Q1271552,Myiozetetes cayanensis
Q1922818,Timeliopsis griseigula
Q1078213,Manorina flavigula
Q944954,Meliphaga analoga
Q281885,Meliphaga aruensis
Q390139,Inezia caudata
Q512644,Melipotes ater
Q581413,Elaenia strepera
Q787260,Pycnopygius cinereus
Q839634,Ornithion brunneicapillus
Q945200,Tyrannus dominicensis
Q1273890,Rhynchocyclus pacificus
Q2225207,Timeliopsis fulvigula
Q222986,Platyrinchus coronatus
Q339071,Meliphaga orientalis
Q31874383,Stigmatura bahiae
Q737254,Platyrinchus flavigularis
Q841139,Stigmatura budytoides
Q906574,Meliphaga flavirictus
Q1188330,Thinocorus orbignyianus
Q1267042,Rhynchocyclus fulvipectus
Q1272329,Rhytipterna simplex
Q1301085,Aphelocephala leucopsis
Q1304872,Aphelocephala nigricincta
Q648026,Tyrannus cubensis
Q791132,Tyrannus caudifasciatus
Q908289,Pseudocolopteryx sclateri
Q1259223,Inezia tenuirostris
Q1259605,Inezia inornata
Q1263141,Stigmatura napensis
Q1269154,Inezia subflava
Q1269889,Rhytipterna holerythra
Q1301280,Meliphaga notata
Q31873007,Platyrinchus albogularis
Q480060,Laniarius aethiopicus
Q591647,Empidonax atriceps
Q647354,Gerygone levigaster
Q901862,Elaenia frantzii
Q901879,Fluvicola pica
Q905284,Elaenia mesoleuca
Q909180,Gerygone magnirostris
Q941879,Epthianura albifrons
Q1301862,Gerygone albofrontata
Q1301876,Gerygone flavolateralis
Q1302540,Gerygone chrysogaster
Q1302936,Laniarius ruficeps
Q1314563,Laniarius amboimensis
Q997313,Elaenia albiceps
Q628769,Empidonax flavescens
Q1062634,Empidonax flaviventris
Q903847,Empidonax traillii
Q267852,Laniarius poensis
Q522791,Fluvicola nengeta
Q840074,Fluvicola albiventer
Q1000262,Laniarius atrococcineus
Q1059525,Epthianura tricolor
Q1273672,Elaenia martinica
Q1302157,Gerygone dorsalis
Q12261853,Laniarius sublacteus
Q847145,Gymnomyza aubryana
Q73436,Gerygone sulphurea
Q313390,Gerygone igata
Q517840,Gymnomyza samoensis
Q585125,Empidonax difficilis
Q613301,Gymnomyza viridis
Q903875,Empidonax affinis
Q1301006,Gerygone inornata
Q1301787,Gerygone tenebrosa
Q1302004,Gerygone chloronotus
Q1302947,Laniarius funebris
Q1303002,Laniarius luehderi
Q2361795,Glycifohia undulata
Q3315543,Epthianura crocea
Q255183,Epthianura aurifrons
Q841821,Elaenia spectabilis
Q903012,Elaenia parvirostris
Q906495,Elaenia ruficeps
Q1268915,Empidonax wrightii
Q1301115,Gerygone olivacea
Q1302991,Laniarius bicolor
Q1304963,Laniarius ferrugineus
Q1311215,Laniarius brauni
Q1313727,Gerygone fusca
Q252175,Empidonax virescens
Q15906654,Elaenia chilensis
Q543325,Empidonax occidentalis
Q681933,Empidonax alnorum
Q841126,Empidonax albigularis
Q1028439,Laniarius barbarus
Q1301852,Gerygone modesta
Q1304928,Laniarius leucorhynchus
Q1311211,Gerygone hypoxantha
Q268810,Empidonax fulvifrons
Q533527,Gerygone mouki
Q567829,Gerygone ruficollis
Q785217,Elaenia obscura
Q1265955,Empidonax oberholseri
Q16069857,Laniarius major
Q841863,Elaenia gigas
Q1029743,Laniarius erythrogaster
Q1029809,Laniarius atroflavus
Q1302170,Gerygone palpebrosa
Q22965986,Elaenia brachyptera
Q944011,Empidonax minimus
Q268886,Empidonomus varius
Q790709,Elaenia pelzelni
Q906558,Elaenia cristata
Q930635,Elaenia ridleyana
Q1261051,Empidonax hammondii
Q1265713,Elaenia pallatangae
Q1313273,Laniarius mufumbiri
Q15910382,Elaenia olivina
Q55112059,Elaenia sordida
Q1276058,Antrostomus ridgwayi
Q1268205,Antrostomus vociferus
Q1260505,Antrostomus arizonae
Q1262147,Antrostomus carolinensis
Q1271526,Antrostomus saturatus
Q911039,Antrostomus cubanensis
Q1260867,Antrostomus sericocaudatus
Q1269338,Antrostomus salvini
Q1274413,Antrostomus rufus
Q1263584,Lyncornis macrotis
Q202804,Pitangus sulphuratus
Q265279,Scolopax mira
Q1266128,Phyllomyias nigrocapillus
Q1271093,Phyllomyias uropygialis
Q1271872,Rhinoptilus chalcopterus
Q1259124,Phyllomyias reiseri
Q1259947,Poecilotriccus pulchellus
Q1261820,Phyllomyias sclateri
Q1267324,Phyllomyias griseocapilla
Q1270514,Phyllomyias burmeisteri
Q1273751,Rhinoptilus africanus
Q844714,Limosa fedoa
Q602401,Pyrrholaemus sagittatus
Q632292,Scolopax rochussenii
Q1269523,Phyllomyias griseiceps
Q1267955,Rhinoptilus bitorquatus
Q204055,Sayornis saya
Q261043,Scolopax saturata
Q694319,Scolopax minor
Q822557,Poecilotriccus russatus
Q839638,Lathrotriccus griseipectus
Q920950,Sayornis nigricans
Q1062555,Pitangus lictor
Q27075192,Onychorhynchus mexicanus
Q903929,Tityra cayana
Q1266895,Rhinoptilus cinctus
Q1274129,Phyllomyias cinereiceps
Q1304903,Tityra semifasciata
Q1305621,Tityra inquisitor
Q2225098,Crateroscelis robusta
Q25686505,Onychorhynchus swainsoni
Q748192,Sayornis phoebe
Q903882,Suiriri suiriri
Q1261866,Phyllomyias plumbeiceps
Q25655805,Onychorhynchus occidentalis
Q27075148,Suiriri affinis
Q514673,Phyllomyias fasciatus
Q520916,Poecilotriccus albifacies
Q850255,Poecilotriccus calopterus
Q916761,Poecilotriccus plumbeiceps
Q1272664,Alectrurus risora
Q1310023,Pyrrholaemus brunneus
Q26114,Scolopax rusticola
Q532646,Lathrotriccus euleri
Q31874394,Pipreola squamipectus
Q1041366,Alectrurus tricolor
Q1266455,Suiriri islerorum
Q1273528,Phyllomyias virescens
Q3546267,Phyllomyias zeledoni
Q27075204,Ailuroedus maculosus
Q27075195,Pachyramphus xanthogenys
Q739621,Myiodynastes chrysocephalus
Q1261133,Zimmerius gracilipes
Q1268995,Zimmerius villarejoi
Q1270575,Tolmomyias poliocephalus
Q207760,Stercorarius skua
Q1269939,Serpophaga griseicapilla
Q216921,Stercorarius longicaudus
Q948121,Tolmomyias sulphurescens
Q203053,Stercorarius parasiticus
Q779576,Myiodynastes luteiventris
Q843354,Tyranneutes stolzmanni
Q1267000,Zimmerius bolivianus
Q1270583,Tolmomyias flaviventris
Q1271391,Zimmerius cinereicapilla
Q1272563,Zimmerius chrysops
Q1273269,Serpophaga hypoleuca
Q571268,Stercorarius maccormicki
Q606817,Serpophaga nigricans
Q1260963,Muscisaxicola flavinucha
Q1264519,Zimmerius viridiflavus
Q1266469,Muscisaxicola alpinus
Q1305579,Heterocercus flavivertex
Q15943245,Zimmerius minimus
Q27075305,Laniarius nigerrimus
Q1072916,Stercorarius chilensis
Q875860,Myiodynastes maculatus
Q1262331,Tolmomyias assimilis
Q1264466,Muscisaxicola fluviatilis
Q1265854,Muscisaxicola rufivertex
Q1267181,Serpophaga subcristata
Q1305523,Heterocercus linteatus
Q15943512,Zimmerius flavidifrons
Q212767,Stercorarius pomarinus
Q283150,Myza celebensis
Q1271271,Polystictus pectoralis
Q965876,Piprites chloris
Q1261775,Muscisaxicola griseus
Q1264574,Zimmerius acer
Q1265065,Muscisaxicola capistratus
Q1265097,Muscisaxicola cinereus
Q1270061,Muscisaxicola albilora
Q1274686,Polystictus superciliaris
Q1304682,Heterocercus aurantiivertex
Q12268032,Tolmomyias flavotectus
Q15889169,Zimmerius petersi
Q5419999,Zimmerius improbus
Q841848,Myiodynastes bairdii
Q1269853,Muscisaxicola frontalis
Q1277295,Zimmerius albigularis
Q587396,Muscisaxicola maculirostris
Q843352,Tyranneutes virescens
Q1039934,Piprites pileata
Q1260494,Serpophaga cinerea
Q1271229,Muscisaxicola maclovianus
Q15943524,Zimmerius parvus
Q745817,Myiodynastes hemichrysus
Q837572,Zimmerius vilissimus
Q916799,Piprites griseiceps
Q1260831,Muscisaxicola albifrons
Q1268290,Serpophaga munda
Q1274715,Muscisaxicola juninensis
Q1277405,Tolmomyias traylori
Q2224551,Myza sarasinorum
Q14857337,Zimmerius chicomendesi
Q18987,Stercorarius antarcticus
Q58931433,Gerygone albogularis
Q58931332,Charadrius australis
Q618751,Arenaria melanocephala
Q901136,Anarhynchus frontalis
Q1082895,Acanthagenys rufogularis
Q18855,Anarhynchus alexandrinus
Q18857,Anarhynchus leschenaultii
Q662232,Ampelioides tschudii
Q1269003,Erythrogonys cinctus
Q26892,Arenaria interpres
Q1586082,Acanthornis magna
Q27074755,Setopagis parvula
Q27074757,Setopagis whitelyi
Q256011,Anarhynchus ruficapillus
Q263839,Anarhynchus peronii
Q305255,Anarhynchus mongolus
Q429339,Anarhynchus marginatus
Q520961,Anarhynchus thoracicus
Q636452,Anarhynchus obscurus
Q752485,Anarhynchus asiaticus
Q979488,Anarhynchus wilsonia
Q1242812,Anarhynchus bicinctus
Q1259404,Anarhynchus veredus
Q1258992,Anarhynchus alticola
Q1264712,Anarhynchus collaris
Q1260573,Anarhynchus pallidus
Q1270532,Anarhynchus javanicus
Q27074759,Setopagis maculosa
Q1268668,Charadrius modestus
Q1272176,Poecilotriccus latirostris
Q1302564,Lichmera monticola
Q1302805,Lichmera flavicans
Q1266489,Anairetes agraphia
Q774208,Charadrius pecuarius
Q1263624,Charadrius nivosus
Q882444,Chiroxiphia caudata
Q652466,Rupicola rupicola
Q941976,Lichmera limbata
Q1264828,Anairetes flavirostris
Q1274450,Myiophobus cryptoxanthus
Q1302794,Lichmera alboauricularis
Q468009,Charadrius semipalmatus
Q755737,Charadrius vociferus
Q74381,Chiroxiphia pareola
Q844766,Chionis albus
Q901966,Lichmera incana
Q1351070,Charadrius melodus
Q1267526,Poecilotriccus ruficeps
Q1268763,Poecilotriccus sylvia
Q1271121,Poecilotriccus senex
Q1274163,Anairetes alpinus
Q942728,Chiroxiphia linearis
Q81901857,Onychorhynchus coronatus
Q490393,Rupicola peruvianus
Q776407,Archboldia papuensis
Q841119,Chiroxiphia boliviana
Q1039925,Lichmera squamata
Q202504,Charadrius morinellus
Q790624,Lichmera indistincta
Q303019,Chionis minor
Q369671,Ramsayornis modestus
Q913777,Charadrius placidus
Q1266479,Poecilotriccus fumifrons
Q1270048,Poecilotriccus capitalis
Q121596,Charadrius tricollaris
Q31874428,Myiophobus rufescens
Q539272,Myiophobus flavicans
Q698551,Anairetes parulus
Q839632,Myiophobus phoenicomitra
Q841116,Chiroxiphia lanceolata
Q18851,Charadrius dubius
Q255699,Lichmera argentauris
Q31873604,Charadrius aquilonius
Q941858,Myiophobus fasciatus
Q1262138,Charadrius forbesi
Q1263879,Poecilotriccus luluae
Q1265741,Myiophobus roraimae
Q1269455,Anairetes fernandezianus
Q31617,Rostratula benghalensis
Q910315,Ramsayornis fasciatus
Q1259189,Anairetes reguloides
Q1270108,Rostratula australis
Q1274264,Anairetes nigrocristatus
Q1300733,Lichmera lombokia
Q26816,Charadrius hiaticula
Q31874438,Myiophobus crypterythrus
Q213836,Dromas ardeola
Q431228,Haematoderus militaris
Q903863,Gubernetes yetapa
Q1273063,Phegornis mitchellii
Q868088,Cnemotriccus fuscatus
Q125142,Prosthemadera novaeseelandiae
Q526922,Ochthornis littoralis
Q585670,Ptilonorhynchus violaceus
Q850113,Nilaus afer
Q979415,Hirundinea ferruginea
Q55111905,Anarhynchus dealbatus
Q835119,Pluvianus aegyptius
Q844897,Eurynorhynchus pygmeus
Q1302453,Conioptilon mcilhennyi
Q726726,Elseyornis melanops
Q256206,Cnemarchus erythropygius
Q428410,Polioxolmis rufipennis
Q1124403,Peltohyas australis
Q774382,Entomyzon cyanotis
Q778373,Arundinicola leucocephala
Q839642,Pseudelaenia leucospodia
Q901907,Atalotriccus pilaris
Q1060489,Neoxolmis rufiventris
Q12261855,Laniisoma buckleyi
Q665606,Pedionomus torquatus
Q115222479,Nesotriccus incomtus
Q217704,Ibidorhyncha struthersii
Q600916,Laniisoma elegans
Q731307,Oreopholus ruficollis
Q737221,Culicivora caudacuta
Q740784,Phelpsia inornata
Q845621,Pluvianellus socialis
Q876231,Megarynchus pitangua
Q920534,Oxyruncus cristatus
Q929200,Ilicura militaris
Q940324,Nesotriccus ridgwayi
Q940937,Neopipo cinnamomea
Q1056830,Hymenops perspicillatus
Q858281,Capsiempis flaveola
Q772274,Muscigralla brevicauda
Q114843683,Anarhynchus atrifrons
Q26711,Lymnocryptes minimus
Q385881,Cladorhynchus leucocephalus
Q516264,Perissocephalus tricolor
Q775281,Oreornis chrysogenys
Q868369,Colorhamphus parvirostris
Q908803,Porphyrolaema porphyrolaema
Q910808,Glycichaera fallax
Q935922,Muscipipra vetula
Q1261397,Himantornis haematopus
Q1273806,Anarhynchus montanus
Q1275447,Anarhynchus falklandicus
Q1272572,Anarhynchus sanctaehelenae
Q281744,Melithreptus albogularis
Q845241,Myzomela pammelaena
Q846980,Lichenostomus penicillatus
Q908297,Lichenostomus versicolor
Q997687,Prosobonia leucoptera
Q1591190,Myzomela cruentata
Q1060452,Procnias tricarunculatus
Q2223813,Philemon moluccensis
Q2224724,Philemon fuscicapillus
Q2224922,Myzomela melanocephala
Q63903,Iodopleura isabellae
Q254189,Pseudotriccus ruficeps
Q602480,Mionectes macconnelli
Q604518,Myzomela obscura
Q610294,Myzomela jugularis
Q1306460,Iodopleura fusca
Q1316505,Snowornis cryptolophus
Q2225071,Philemon cockerelli
Q2225423,Myzomela sclateri
Q3182119,Lichenostomus fuscus
Q739101,Philemon corniculatus
Q3179459,Lichenostomus melanops
Q1270631,Mionectes rufiventris
Q775998,Lichenostomus chrysops
Q841136,Pseudotriccus pelzelni
Q941582,Myzomela sanguinolenta
Q1264992,Mecocerculus hellmayri
Q1269225,Mecocerculus leucophrys
Q1590848,Myzomela boiei
Q1921569,Myzomela caledonica
Q3182131,Lichenostomus plumulus
Q854690,Lichenostomus cratitius
Q582770,Philemon argenticeps
Q592571,Procnias albus
Q741249,Melithreptus lunatus
Q906459,Lichenostomus keartlandi
Q906527,Mionectes striaticollis
Q938481,Procnias nudicollis
Q1264771,Mionectes olivaceus
Q1588503,Myzomela adolphinae
Q12265842,Philemon plumigenis
Q1921529,Snowornis subalaris
Q2210851,Myzomela rosenbergii
Q2224249,Philemon meyeri
Q2225158,Philemon subcorniculatus
Q688942,Myzomela blasii
Q1590372,Philemon inornatus
Q12252811,Prosobonia parvirostris
Q776062,Procnias averano
Q866691,Lichenostomus flavus
Q1267169,Mecocerculus minor
Q1271964,Mecocerculus poecilocercus
Q1844461,Myzomela vulnerata
Q2024733,Philemon citreogularis
Q3119558,Myzomela wakoloensis
Q3119578,Myzomela nigrita
Q3181850,Lichenostomus frenatus
Q528567,Mionectes oleagineus
Q841852,Lichenostomus leucotis
Q910846,Myzomela chloroptera
Q941633,Myzomela eques
Q945149,Lichenostomus fasciogularis
Q1266408,Mecocerculus calopterus
Q1302849,Lichenostomus subfrenatus
Q1310049,Myzomela lafargei
Q383776,Melithreptus affinis
Q636360,Philemon albitorques
Q644100,Myzomela erythrocephala
Q795511,Philemon buceroides
Q941846,Myzomela rubratra
Q1276524,Mecocerculus stictopterus
Q1922825,Philemon diemenensis
Q2225367,Myzomela chermesina
Q12265844,Philemon yorki
Q63881,Iodopleura pipra
Q784212,Melitograis gilolensis
Q901556,Orthonyx temminckii
Q1028431,Dryoscopus angolensis
Q1086537,Phibalura flavirostris
Q1263986,Turnix ocellatus
Q1265652,Heteroscelus incanus
Q1270026,Turnix castanotus
Q1302770,Dryoscopus gambensis
Q1310589,Dryoscopus sabini
Q1313716,Philentoma velata
Q3729690,Telophorus viridis
Q856201,Jacana jacana
Q216836,Pluvialis dominica
Q934460,Glareola lactea
Q385972,Turnix velox
Q579621,Jacana spinosa
Q766708,Amblyornis macgregoriae
Q891225,Telophorus zeylonus
Q1265346,Turnix nigricollis
Q1303327,Glareola cinerea
Q1305124,Telophorus sulfureopectus
Q520619,Amblyornis inornata
Q929423,Leptopogon amaurocephalus
Q1262057,Turnix suscitator
Q1303318,Glareola nuchalis
Q1316805,Tchagra tchagra
Q2560908,Turnix maculosus
Q695729,Glareola nordmanni
Q1315452,Orthonyx spaldingii
Q663363,Turnix varius
Q1267269,Turnix melanogaster
Q1276491,Leptopogon taczanowskii
Q1305539,Telophorus dohertyi
Q1317356,Tchagra australis
Q12267883,Telophorus quadricolor
Q27075183,Chloropipo unicolor
Q116708,Glareola maldivarum
Q750944,Turnix pyrrhothorax
Q1268282,Attagis gayi
Q1271841,Turnix tanki
Q1311227,Tchagra jamesi
Q1048555,Colonia colonus
Q1263845,Leptopogon rufipectus
Q1270828,Turnix olivii
Q1312414,Telophorus bocagei
Q1314628,Telophorus multicolor
Q18836,Turnix sylvaticus
Q330310,Glareola pratincola
Q1264696,Turnix hottentottus
Q1270348,Attagis malouinus
Q1305240,Orthonyx novaeguineae
Q1441615,Philentoma pyrhoptera
Q3542358,Turnix nanus
Q3729712,Telophorus nigrifrons
Q18865,Pluvialis fulva
Q21148,Pluvialis apricaria
Q27075303,Tchagra senegalus
Q18835,Pluvialis squatarola
Q941957,Amblyornis flavifrons
Q1258942,Leptopogon superciliaris
Q1269933,Turnix everetti
Q1275482,Glareola ocularis
Q1302135,Amblyornis subalaris
Q1315068,Telophorus olivaceus
Q3728494,Tchagra minutus
Q27075181,Chloropipo flavicapilla
Q55112000,Hafferia zeledoni
Q28863268,Hafferia fortis
Q28863618,Sciaphylax hemimelaena
Q27075185,Pseudopipra pipra
Q31874682,Cryptopipo litae
Q27075184,Cryptopipo holochlora
Q188660,Opisthocomus hoazin
Q21004435,Foulehaio taivunensis
Q28747718,Dixiphia pipra
Q537956,Tyrannulus elatus
Q589593,Purnella albifrons
Q27075191,Ceratopipra rubrocapilla
Q629666,Tachuris rubrigastra
Q1065121,Meliarchus sclateri
Q27075187,Ceratopipra mentalis
Q27075189,Ceratopipra erythrocephala
Q1247654,Foulehaio carunculatus
Q27075222,Foulehaio taviunensis
Q27075188,Ceratopipra chloromeros
Q28864007,Akletos melanoceps
Q20745782,Foulehaio procerior
Q18856,Xenus cinereus
Q28863378,Akletos goeldii
Q20782128,Steganopus tricolor
Q27075186,Ceratopipra cornuta
Q48681,Limicola falcinellus
Q1272307,Lessonia oreas
Q1273402,Ochthoeca piurae
Q1274244,Xolmis velatus
Q2667669,Melithreptus brevirostris
Q594974,Ochthoeca leucophrys
Q1260704,Myiobius villosus
Q1262539,Knipolegus lophotes
Q1264794,Knipolegus poecilurus
Q1267414,Myiobius sulphureipygius
Q1268820,Ochthoeca pulchella
Q3182963,Lichenostomus virescens
Q3313741,Myzomela erythromelas
Q3331915,Myzomela cineracea
Q612019,Knipolegus franciscanus
Q841112,Xolmis dominicanus
Q959960,Xolmis coronatus
Q1267790,Lessonia rufa
Q1268516,Xolmis pyrope
Q1270963,Knipolegus orenocensis
Q3011446,Melithreptus chloropsis
Q27075178,Ochthoeca cinnamomeiventris thoracica
Q31874717,Myzomela erythrina
Q1038226,Knipolegus cyanirostris
Q1267191,Myiobius atricaudus
Q1268812,Ochthoeca fumicolor
Q3182140,Lichenostomus ornatus
Q27075178,Ochthoeca thoracica
Q532529,Ochthoeca rufipectoralis
Q766047,Knipolegus poecilocercus
Q898022,Ochthoeca cinnamomeiventris
Q1263035,Xolmis salinarum
Q1265431,Ochthoeca frontalis
Q1591333,Melithreptus gularis
Q3182162,Lichenostomus unicolor
Q3182170,Lichenostomus flavescens
Q15707900,Knipolegus cabanisi
Q1038237,Knipolegus hudsoni
Q1269863,Knipolegus nigerrimus
Q1271259,Xolmis rubetra
Q1591323,Melithreptus validirostris
Q154533,Ochthoeca oenanthoides
Q31874279,Myzomela rosenbergii longirostris
Q944623,Knipolegus striaticeps
Q1062573,Knipolegus aterrimus
Q3313726,Myzomela cardinalis
Q56421560,Lichenostomus flavicollis
Q48966839,Myzomela irianawidodoae
Q258215,Xolmis cinereus
Q31874376,Myzomela rubrobrunnea
Q1259198,Knipolegus signatus
Q1259512,Myiobius barbatus
Q1261755,Ochthoeca diadema
Q1264873,Xolmis irupero
Q1268784,Mitrephanes phaeocercus
Q31874279,Myzomela longirostris
Q31874586,Mionectes galbinus
Q1006422,Hemiprocne comata
Q1060993,Sirystes sibilator
Q1300454,Gymnoderus foetidus
Q55112064,Pyrocephalus nanus
Q31795,Hemiprocne longipennis
Q669234,Xenopsaris albinucha
Q753755,Metopidius indicus
Q863168,Macgregoria pulchra
Q907860,Tyrannopsis sulphurea
Q1063255,Pyroderus scutatus
Q1391121,Gactornis enarratus
Q517676,Irediparra gallinacea
Q934986,Melilestes megarhynchus
Q961239,Caprimulgus longirostris
Q1093917,Plectorhyncha lanceolata
Q1118712,Hoploxypterus cayanus
Q1265532,Microparra capensis
Q27075295,Chlorophoneus sulfureopectus
Q17560755,Sirystes subcanescens
Q31874585,Myiotriccus phoenicurus
Q950441,Hemiprocne coronata
Q1065139,Ashbyia lovensis
Q1073618,Stiltia isabella
Q1093948,Legatus leucophaius
Q1274398,Ortyxelos meiffrenii
Q12267457,Sirystes albogriseus
Q27074761,Systellura longirostris
Q27075294,Chlorophoneus bocagei
Q778386,Hemiprocne mystacea
Q791101,Zaratornis stresemanni
Q854711,Querula purpurata
Q27075293,Chlorophoneus olivaceus
Q27075242,Stomiopera flava
Q17560758,Sirystes albocinereus
Q775477,Gliciphila melanops
Q940844,Myiotriccus ornatus
Q941804,Pyrrhomyias cinnamomeus
Q1268678,Taeniotriccus andrei
Q1272199,Griseotyrannus aurantioatrocristatus
Q27075237,Caligavis obscura
Q28123843,Smutsornis africanus
Q26411,Philomachus pugnax
Q427526,Prionodura newtoniana
Q572777,Cissomela pectoralis
Q580511,Tumbezia salvini
Q656000,Machetornis rixosa
Q1303970,Rhodophoneus cruentus
Q27074752,Nyctipolus hirundinaceus
Q27075230,Bolemoreus frenatus
Q27075179,Philohydor lictor
Q27075291,Chlorophoneus multicolor
Q27075233,Caligavis chrysops
Q143736,Scenopoeetes dentirostris
Q572657,Pyrocephalus rubinus
Q590704,Grantiella picta
Q901888,Terenotriccus erythrurus
Q957205,Satrapa icterophrys
Q1301288,Trichodere cockerelli
Q27074749,Nyctipolus nigrescens
Q27075236,Caligavis subfrenata
Q27075238,Stomiopera unicolor
